train_number,train_name,scraped_train_name,csv_source,csv_destination,scraped_source,scraped_destination,identity_check,running_days,status
12582,Bhubaneshwar-Pune Express,BNRS SF EXPRESS,BHUBANESWAR,PUNE JN,New Delhi,Banaras,MISMATCH,11111,ok
12583,LUCKNOW - DELHI ANAND VIHAR T DOUBLE DECKER,ANVT DOUBLE DKR,LUCKNOW JN,ANAND VIHAR TRM,Lucknow Ne,Anand Vihar Terminal,match,101101,ok
12584,DELHI ANAND VIHAR T - LUCKNOW DOUBLE DECKER,LJN DOUBLE DKR,ANAND VIHAR TRM,LUCKNOW JN,Anand Vihar Terminal,Lucknow Ne,match,101101,ok
12592,YESVANTPUR - GORAKHPUR SF Exp,GORAKHPUR EXP,YESVANTPUR JN,GORAKHPUR JN,Yasvantpur Jn,Gorakhpur,match,1000000,ok
12593,Lucknow-Bhopal Garib Rath,LJN BPL G RATH,LUCKNOW JN,BHOPAL JN,Lucknow Ne,Bhopal Jn,match,10,ok
12594,Bhopal-Lucknow Garib Rath Express,LJN GARIBRATH,BHOPAL JN,LUCKNOW JN,Bhopal Jn,Lucknow Ne,match,1,ok
12605,Pallavan Superfast Express,PALLAVAN SF EXP,CHENNAI EGMORE,TIRUCHIRAPPALLI,Chennai Egmore,Karaikkudi Jn,match,1111111,ok
12606,Pallavan Superfast Express,PALLAVAN SF EXP,TIRUCHIRAPPALLI,CHENNAI EGMORE,Karaikkudi Jn,Chennai Egmore,match,1111111,ok
12607,CHENNAI CENTRAL - BANGALORE Lalbagh Exp,LALBAGH SF EXP,CHENNAI CENTRAL,BANGALORE CITY JN,Mgr Chennai Ctr,Ksr Bengaluru,match,1111111,ok
12608,BANGALORE - CHENNAI CENTRAL Lalbagh Exp,LALBAGH SF EXP,BANGALORE CITY JN,CHENNAI CENTRAL,Ksr Bengaluru,Mgr Chennai Ctr,match,1111111,ok
12609,CHENNAI CENT - BANGALORE SF Intercity Exp,MYSURU EXPRESS,CHENNAI CENTRAL,BANGALORE CITY JN,Mgr Chennai Ctr,Mysore Jn,match,1111111,ok
40009,Chennai Beach Tambaram EMU(12 Car),MSB-TBM EMU LOCAL,CHENNAI BEACH,TAMBARAM,,,unknown,1111111,summary_parse_failed
12556,Gorakhdham Express,GORAKHDHAM EXP,Hisar,GORAKHPUR JN,Bhatinda Jn,Gorakhpur,match,1111111,ok
12559,Shiv Ganga Express,SHIV GANGA EXP,VARANASI JN,NEW DELHI,Banaras,New Delhi,match,1111111,ok
12560,Shiv Ganga Express,SHIV GANGA EXP,NEW DELHI,VARANASI JN,New Delhi,Banaras,match,1111111,ok
12562,Swatantrata Sainani Express,SWTANTRTA S EXP,NEW DELHI,DARBHANGA JN,New Delhi,Jaynagar,match,1111111,ok
12563,Mumbai LTT - Faizabad SF Express,,LOKMANYA TILAK TERM,FAIZABAD JN,,,unknown,1111111,summary_parse_failed
12564,Faizabad-Mumbai LTT SF Express,,FAIZABAD JN,LOKMANYA TILAK TERM,,,unknown,1111111,summary_parse_failed
12565,Bihar Sampark Kranti Express,BIHAR S KRANTI,DARBHANGA JN,NEW DELHI,Darbhanga Jn,New Delhi,match,1111111,ok
12566,Bihar Sampark Kranti Express,BIHAR S KRANTI,NEW DELHI,DARBHANGA JN,New Delhi,Darbhanga Jn,match,1111111,ok
12575,Kharagpur Purulia Express,,KHARAGPUR JN,PURULIA JN,,,unknown,1111111,summary_parse_failed
12576,Purulia Khargapur Intercity Express,,PURULIA JN,KHARAGPUR JN,,,unknown,1111111,summary_parse_failed
12587,Amarnath Express,,GORAKHPUR JN,JAMMU TAWI,,,unknown,1111111,summary_parse_failed
12588,Amarnath Express,GKP SF EXP,JAMMU TAWI,GORAKHPUR JN,Jammu Tawi,Gorakhpur,match,10,ok
12589,Gorakhpur-Secunderabad Express,GKP CHZ EXPRESS,GORAKHPUR JN,SECUNDERABAD JN,Gorakhpur,Charlapalli (Secunderabad),match,10000,ok
12590,Secunderabad - Gorakhpur Express,CHZ GKP SF EXP,SECUNDERABAD JN,GORAKHPUR JN,Charlapalli (Secunderabad),Gorakhpur,match,1000,ok
12601,Chennai Mangalore Mail,MAS MAQ SF MAIL,CHENNAI CENTRAL,MANGALORE CNTL,Mgr Chennai Ctr,Mangalore Central,match,1111111,ok
12602,Chennai Mail,MAQ CHENNAI MAIL,MANGALORE CNTL,CHENNAI CENTRAL,Mangalore Central,Mgr Chennai Ctr,match,1111111,ok
12603,Chennai - Hyderabad Express,MAS CHZ SF EXP,CHENNAI CENTRAL,HYDERABAD DECCAN,Mgr Chennai Ctr,Charlapalli (Secunderabad),match,1111111,ok
12604,Hyderabad - Chennai Express,CHENNAI SF EXP,HYDERABAD DECCAN,CHENNAI CENTRAL,Charlapalli (Secunderabad),Mgr Chennai Ctr,match,1111111,ok
12611,Chennai Central-H.Nizamuddin Garib Rath Express,NZM GARIBRATH,CHENNAI CENTRAL,DELHI H NIZAMUDDIN,Mgr Chennai Ctr,Hazrat Nizamuddin,match,10,ok
12612,H Nizamuddin-Chennai Garib Rath Express,MAS GARIB RATH,DELHI H NIZAMUDDIN,CHENNAI CENTRAL,Hazrat Nizamuddin,Mgr Chennai Ctr,match,1000000,ok
12613,Tippu Express,WODEYAR SF EXP,MYSORE JN,BANGALORE CITY JN,Mysore Jn,Ksr Bengaluru,match,1111111,ok
12614,Tippu Express,WODEYAR SF EXP,BANGALORE CITY JN,MYSORE JN,Ksr Bengaluru,Mysore Jn,match,1111111,ok
12616,GrandTrunk Express,GRAND TRUNK EXP,NEW DELHI,CHENNAI CENTRAL,New Delhi,Mgr Chennai Ctr,match,1111111,ok
12620,MANGALORE CENT - MUMBAI LTT Matsyagandha Exp,MATSYAGANDA EXP,MANGALORE CNTL,LOKMANYA TILAK TERM,Mangalore Central,Lokmanyatilak,match,1111111,ok
12622,Tamil Nadu Express,TAMILNADU EXP,NEW DELHI,CHENNAI CENTRAL,New Delhi,Mgr Chennai Ctr,match,1111111,ok
12623,Chennai Tiruvananthapuram SF Mail,MAS TVC SF MAIL,CHENNAI CENTRAL,TRIVANDRUM CENTRAL,Mgr Chennai Ctr,Thiruvananthapuram Central,match,1111111,ok
12625,Kerala Express,KERALA SF EXP,TRIVANDRUM CENTRAL,NEW DELHI,Thiruvananthapuram Central,New Delhi,match,1111111,ok
12626,Kerala Express,KERALA EXPRESS,NEW DELHI,TRIVANDRUM CENTRAL,New Delhi,Thiruvananthapuram Central,match,1111111,ok
12628,Karnataka Express,KARNATAKA EXP,NEW DELHI,BANGALORE CITY JN,New Delhi,Ksr Bengaluru,match,1111111,ok
12629,Karnataka Sampark Kranti Express,SAMPARK KRANTI,YESVANTPUR JN,DELHI H NIZAMUDDIN,Yasvantpur Jn,Hazrat Nizamuddin,MISMATCH,101000,ok
12630,Karnataka Sampark Kranti Express,YPR S KRNTI EXP,DELHI H NIZAMUDDIN,YESVANTPUR JN,Hazrat Nizamuddin,Yasvantpur Jn,MISMATCH,10100,ok
12635,CHENNAI EGMORE - MADURAI Vaigai SF Exp,VAIGAI SF EXP,CHENNAI EGMORE,MADURAI JN,Chennai Egmore,Madurai Jn,match,1111111,ok
12637,CHENNAI EGMORE - MADURAI Pandiyan SF Exp,PANDIAN SF EXP,CHENNAI EGMORE,MADURAI JN,Chennai Egmore,Madurai Jn,match,1111111,ok
12638,MADURAI - CHENNAI EGMORE Pandiyan SF Exp,PANDIAN SF EXP,MADURAI JN,CHENNAI EGMORE,Madurai Jn,Chennai Egmore,match,1111111,ok
12640,BANGALORE - CHENNAI CENT Brindavan Exp,BRINDAVAN SF EX,BANGALORE CITY JN,CHENNAI CENTRAL,Ksr Bengaluru,Mgr Chennai Ctr,match,1111111,ok
12643,Swarna Jayanthi Express,TVC NZM SF EXP,TRIVANDRUM CENTRAL,DELHI H NIZAMUDDIN,Thiruvananthapuram Central,Hazrat Nizamuddin,MISMATCH,100000,ok
12644,Swarna Jayanti Express,SWRN JAYNTI EXP,DELHI H NIZAMUDDIN,TRIVANDRUM CENTRAL,Hazrat Nizamuddin,Thiruvananthapuram Central,MISMATCH,100,ok
12649,Karnataka Sampark Kranti Express,SAMPARK KRANTI,YESVANTPUR JN,DELHI H NIZAMUDDIN,Yasvantpur Jn,Hazrat Nizamuddin,MISMATCH,1010111,ok
12650,Karnataka Sampark Kranti Express,YPR S KRANTI,DELHI H NIZAMUDDIN,YESVANTPUR JN,Hazrat Nizamuddin,Yasvantpur Jn,MISMATCH,1101011,ok
12651,MADURAI - DELHI H NIZAMUDDIN Tamil Nadu S Kranti,NZM S KRANTI EXP,MADURAI JN,DELHI H NIZAMUDDIN,Madurai Jn,Hazrat Nizamuddin,match,100001,ok
12654,Mangalore Tiruchirappalli Weekly Superfast Express,ROCKFORT SF EXP,MANGALORE CNTL,TIRUCHIRAPPALLI,Tiruchchirappalli Jn,Chennai Egmore,MISMATCH,1111111,ok
12657,CHENNAI - BANGALORE Mail,MAS SBC SF MAIL,CHENNAI CENTRAL,BANGALORE CITY JN,Mgr Chennai Ctr,Ksr Bengaluru,match,1111111,ok
12658,BANGALORE - CHENNAI Mail,SBC MAS SF MAIL,BANGALORE CITY JN,CHENNAI CENTRAL,Ksr Bengaluru,Mgr Chennai Ctr,match,1111111,ok
12662,SENGOTTAI - CHENNAI EGMORE Pothigai SF Exp,,SENGOTTAI,CHENNAI EGMORE,,,unknown,1111111,summary_parse_failed
12664,Tiruchirappalli-Howrah Express,TPJ HWH SF EXP,TIRUCHIRAPPALLI,HOWRAH JN,Tiruchchirappalli Jn,Howrah Jn,match,100100,ok
15605,Jorhat Town InterCity Express,JTTN INTERCITY,GUWAHATI,MARIANI JN,Guwahati,Dibrugarh,match,1111111,ok
40011,Chennai Beach Tambaram EMU(12 Car),MSB-TBM EMU LOCAL,CHENNAI BEACH,TAMBARAM,,,unknown,1111111,summary_parse_failed
12617,ERNAKULAM - NEW DELHI H NIZAMUDDIN Mangala Lakshadweep Exp,MANGLADWEEP EXP,ERNAKULAM JN,DELHI H NIZAMUDDIN,Ernakulam Jn,Hazrat Nizamuddin,match,1111111,ok
12618,NEW DELHI H NIZAMUDDIN - ERNAKULAM Mangala Lakshadweep Exp,MNGLA LKSDP EXP,DELHI H NIZAMUDDIN,ERNAKULAM JN,Hazrat Nizamuddin,Ernakulam Jn,match,1111111,ok
12621,Tamil Nadu Express,TAMILNADU SF EXP,CHENNAI CENTRAL,NEW DELHI,Mgr Chennai Ctr,New Delhi,match,1111111,ok
12627,Karnataka Express,KARNATAKA EXP,BANGALORE CITY JN,NEW DELHI,Ksr Bengaluru,New Delhi,match,1111111,ok
12631,CHENNAI EGMORE - TIRUNELVELI Nellai SF Exp,NELLAI SF EXP,CHENNAI EGMORE,TIRUNELVELI,Chennai Egmore,Tirunelveli,match,1111111,ok
12632,TIRUNELVELI - CHENNAI EGMORE Nellai SF Exp,NELLAI SF EXP,TIRUNELVELI,CHENNAI EGMORE,Tirunelveli,Chennai Egmore,match,1111111,ok
12634,KANNIYAKUMARI - CHENNAI EGMORE SF Exp,KANYAKUMARI EXP,KANYAKUMARI,CHENNAI EGMORE,Kanniyakumari,Chennai Egmore,match,1111111,ok
12639,CHENNAI CENT - BANGALORE Brindavan Exp,BRINDAVAN SF EXP,CHENNAI CENTRAL,BANGALORE CITY JN,Mgr Chennai Ctr,Ksr Bengaluru,match,1111111,ok
12642,D H NIZAMUDDIN - KANYAKUMARI Thirukkural Exp,NZM CAPE SF EXP,DELHI H NIZAMUDDIN,KANYAKUMARI,Hazrat Nizamuddin,Kanniyakumari,MISMATCH,1000010,ok
12645,Millennium Expres,MILLENNIUM EXP,ERNAKULAM JN,DELHI H NIZAMUDDIN,Ernakulam Jn,Hazrat Nizamuddin,match,10,ok
12646,Millennium Express,MILLENIUM EXP,DELHI H NIZAMUDDIN,ERNAKULAM JN,Hazrat Nizamuddin,Ernakulam Jn,match,100000,ok
12647,Kongu Express,KONGU SF EXP,COIMBATORE JN,DELHI H NIZAMUDDIN,Coimbatore Jn,Hazrat Nizamuddin,match,1,ok
12648,Kongu Express,KONGU EXPRESS,DELHI H NIZAMUDDIN,COIMBATORE JN,Hazrat Nizamuddin,Coimbatore Jn,match,10000,ok
12655,Navjeevan Express,NAVJEEVAN EXP,AHMEDABAD JN,CHENNAI CENTRAL,Ahmedabad Jn,Mgr Chennai Ctr,match,1111111,ok
12656,Navajivan Express,NAVJEEVAN SF EXP,CHENNAI CENTRAL,AHMEDABAD JN,Mgr Chennai Ctr,Ahmedabad Jn,match,1111111,ok
12659,Gurudev Express,GURUDEV SF EXP,NAGERCOIL JN,KOLKATA SHALIMAR,Nagarcoil Jn,Shalimar,match,1,ok
12660,Shalimar-Nagercoil Gurudev Express,,KOLKATA SHALIMAR,NAGERCOIL JN,,,unknown,1111111,summary_parse_failed
12667,CHENNAI EGMORE - NAGERCOIL SF Exp,MS CAPE SF EXP,CHENNAI EGMORE,NAGERCOIL JN,Tambaram,Kanniyakumari,MISMATCH,1000,ok
12668,NAGERCOIL - CHENNAI EGMORE SF Exp,CAPE MS SF EXP,NAGERCOIL JN,CHENNAI EGMORE,Kanniyakumari,Tambaram,MISMATCH,100,ok
12673,Cheran Express,CHERAN SF EXP,CHENNAI CENTRAL,COIMBATORE JN,Mgr Chennai Ctr,Coimbatore Jn,match,1111111,ok
12674,Cheran Express,CHERAN SF EXP,COIMBATORE JN,CHENNAI CENTRAL,Coimbatore Jn,Mgr Chennai Ctr,match,1111111,ok
12675,Kovai Express,KOVAI SF EXP,CHENNAI CENTRAL,COIMBATORE JN,Mgr Chennai Ctr,Coimbatore Jn,match,1111111,ok
12676,Kovai Express,KOVAI SF EXP,COIMBATORE JN,CHENNAI CENTRAL,Coimbatore Jn,Mgr Chennai Ctr,match,1111111,ok
12677,Bangalore City - Ernakulam Intercity SF Express,ERNAKULAM EXP,BANGALORE CITY JN,ERNAKULAM JN,Ksr Bengaluru,Ernakulam Jn,match,1111111,ok
12678,Ernakulam-BangaloreCity Intercity Express,SBC INTERCITY,ERNAKULAM JN,BANGALORE CITY JN,Ernakulam Jn,Ksr Bengaluru,match,1111111,ok
12679,ChennaiCentral-Coimbatore InterCity,,CHENNAI CENTRAL,COIMBATORE JN,,,unknown,1111111,summary_parse_failed
12680,Coimbatore-Chennai Central InterCity SF Express,MAS INTERCITY,COIMBATORE JN,CHENNAI CENTRAL,Coimbatore Jn,Mgr Chennai Ctr,match,1111111,ok
12681,Chennai-Coimbatore Express,MAS CBE SF EXP,CHENNAI CENTRAL,COIMBATORE JN,Mgr Chennai Ctr,Coimbatore Jn,match,10,ok
12682,Coimbatore-Chennai Express,CBE MAS SF EXP,COIMBATORE JN,CHENNAI CENTRAL,Coimbatore Jn,Mgr Chennai Ctr,match,100,ok
12683,ERNAKULAM - BANGALORE SF Exp,ERS SMVB SF EXP,ERNAKULAM JN,BANGALORE CITY JN,Ernakulam Jn,Smvt Bengaluru,match,1010001,ok
12695,Chennai-Trivandrum SuperFast Express,,CHENNAI CENTRAL,TRIVANDRUM CENTRAL,,,unknown,1111111,summary_parse_failed
12696,Trivandrum-Chennai Superfast Express,TVC MAS SF EXP,TRIVANDRUM CENTRAL,CHENNAI CENTRAL,Thiruvananthapuram Central,Mgr Chennai Ctr,match,1111111,ok
12697,Chennai-Thiruvananthapuram Express,MAS TVC SF EXP,CHENNAI CENTRAL,TRIVANDRUM CENTRAL,Mgr Chennai Ctr,Thiruvananthapuram Central,match,1,ok
12698,Thiruvananthapuram Central Chennai Central weekly express,TVC MAS SF EXP,TRIVANDRUM CENTRAL,CHENNAI CENTRAL,Thiruvananthapuram Central,Mgr Chennai Ctr,match,10,ok
12701,Hussain Sagar Express,HUSSAINSAGAR EXP,MUMBAI CST,HYDERABAD DECCAN,C Shivaji Maharaj T,Hyderabad Decan,MISMATCH,1111111,ok
12702,Hussain Sagar Express,HUSSAINSAGAR SF,HYDERABAD DECCAN,MUMBAI CST,Hyderabad Decan,C Shivaji Maharaj T,MISMATCH,1111111,ok
12703,Howrah - Secunderabad Falaknuma SF Express,,HOWRAH JN,SECUNDERABAD JN,,,unknown,1111111,summary_parse_failed
12704,Falaknuma Express,FALAKNUMA SF EX,SECUNDERABAD JN,HOWRAH JN,Secunderabad Jn,Howrah Jn,match,1111111,ok
12707,Andhra Pradesh Sampark Kranti Express,SAMPARK KRANTI,TIRUPATI MAIN,DELHI H NIZAMUDDIN,Tirupati,Hazrat Nizamuddin,match,1010100,ok
12708,Andhra Pradesh Sampark Kranti Express,NZM TPTY SF EXP,DELHI H NIZAMUDDIN,TIRUPATI MAIN,Hazrat Nizamuddin,Tirupati,match,10101,ok
12710,Simhapuri SF Express,SIMHAPURI SF EXP,SECUNDERABAD JN,GUDUR JN,Secunderabad Jn,Gudur Jn,match,1111111,ok
12711,Pinakini Express,PINAKINI SF EXP,VIJAYAWADA JN,CHENNAI CENTRAL,Vijayawada Jn,Mgr Chennai Ctr,match,1111111,ok
12712,Pinakini Express,PINAKINI SF EXP,CHENNAI CENTRAL,VIJAYAWADA JN,Mgr Chennai Ctr,Vijayawada Jn,match,1111111,ok
12714,Satavahana Express,SATAVAHANA SF,SECUNDERABAD JN,VIJAYAWADA JN,Secunderabad Jn,Vijayawada Jn,match,1111111,ok
12715,Sachkhand SF Express,SACHKHAND SF EX,HUZUR SAHIB NANDED,AMRITSAR JN,H Sahib Nanded,Amritsar Jn,match,1111111,ok
15718,Mariani-Guwahati Intercity Express,INTERCITY EXPRESS,MARIANI JN,GUWAHATI,Mariani Jn,Guwahati,match,1111111,ok
40015,Chennai Beach Tambaram EMU(12 Car),MSB-TBM EMU LOCAL,CHENNAI BEACH,TAMBARAM,,,unknown,1111111,summary_parse_failed
52473,PATHANKOT - JOGINDER NAGAR PASSENGER,BJPL-JDNX PASSENGER,PATHANKOT,JOGINDER NAGAR,Baijnath Paprola,Joginder Nagar,match,1111111,ok
12666,KANYAKUMARI - KOL HOWRAH Weekly Exp,CAPE HWH SF EXP,KANYAKUMARI,HOWRAH JN,Kanniyakumari,Howrah Jn,match,10,ok
12669,CHENNAI CENTRAL - CHHAPRA Ganga Kaveri Exp,,CHENNAI CENTRAL,CHHAPRA,,,unknown,1111111,summary_parse_failed
12670,CHHAPRA - CHENNAI CENTRAL Ganga Kaveri Exp,GANGAKAVERI EXP,CHHAPRA,CHENNAI CENTRAL,Chhapra,Mgr Chennai Ctr,match,1010000,ok
12671,Nilgiri (Blue Mountain) Express,NILAGIRI SF EXP,CHENNAI CENTRAL,Mettupalayam,Mgr Chennai Ctr,Mettupalaiyam,match,1111111,ok
12672,Nilgiri (Blue Mountain) Express,NILAGIRI SF EXP,Mettupalayam,CHENNAI CENTRAL,Mettupalaiyam,Mgr Chennai Ctr,match,1111111,ok
12685,Chennai - Mangalore Express,MAS MAQ SF EXP,CHENNAI CENTRAL,MANGALORE CNTL,Mgr Chennai Ctr,Mangalore Central,match,1111111,ok
12686,Mangalore - Chennai Express,MAQ MAS SF EXP,MANGALORE CNTL,CHENNAI CENTRAL,Mangalore Central,Mgr Chennai Ctr,match,1111111,ok
12687,Chennai Dehradun Express,MDU CDG SF EXP,CHENNAI CENTRAL,DEHRADUN,Madurai Jn,Chandigarh,MISMATCH,10001,ok
12688,Dehradun Chennai Express,CDG MDU SF EXP,DEHRADUN,CHENNAI CENTRAL,Chandigarh,Madurai Jn,MISMATCH,1000100,ok
12690,NAGERCOIL - CHENNAI SF Exp,CAPE MAS SF EXP,NAGERCOIL JN,CHENNAI CENTRAL,Kanniyakumari,Mgr Chennai Ctr,match,1,ok
12693,CHENNAI EGMORE - TUTICORIN Pearl City SF Exp,PEARL CITY EXP,CHENNAI EGMORE,TUTICORIN,Chennai Egmore,Tuticorin,match,1111111,ok
12694,TUTICORIN - CHENNAI EGMORE Pearl City SF Exp,PEARL CITY EXP,TUTICORIN,CHENNAI EGMORE,Tuticorin,Chennai Egmore,match,1111111,ok
12705,Guntur-Secunderabad SF Intercity,SC INTERCITY SF,GUNTUR JN,SECUNDERABAD JN,Guntur Jn,Secunderabad Jn,match,1111111,ok
12706,Secunderabad-Guntur SF Intercity,GNT INTRCITY SF,SECUNDERABAD JN,GUNTUR JN,Secunderabad Jn,Guntur Jn,match,1111111,ok
12716,Sachkhand SF Express,SACHKHAND EXP,AMRITSAR JN,HUZUR SAHIB NANDED,Amritsar Jn,H Sahib Nanded,match,1111111,ok
12719,AJMER - HYDERABAD DECCAN SF Exp,JP HYB SF EXP,AJMER JN,HYDERABAD DECCAN,Jaipur,Hyderabad Decan,MISMATCH,10100,ok
12720,HYDERABAD DECCAN - AJMER SF Exp,,HYDERABAD DECCAN,AJMER JN,,,unknown,1111111,summary_parse_failed
12725,Siddhaganga Intercity Express,SIDDAGANGA EXP,BANGALORE CITY JN,DHARWAR,Ksr Bengaluru,Dharwad,MISMATCH,1111111,ok
12726,Siddhaganga InterCity Express,SIDDAGANGA EXP,DHARWAR,BANGALORE CITY JN,Dharwad,Ksr Bengaluru,MISMATCH,1111111,ok
12731,Tirupati-Secunderabad Express,TPTY SC SF EXP,TIRUPATI MAIN,SECUNDERABAD JN,Tirupati,Secunderabad Jn,match,1001,ok
12732,Secunderabad-Tirupati Express,,SECUNDERABAD JN,TIRUPATI MAIN,,,unknown,1111111,summary_parse_failed
12733,Narayanadri Express,NARAYANADRI SF,TIRUPATI MAIN,SECUNDERABAD JN,Tirupati,Lingampalli,match,1111111,ok
12734,Narayanadri Express,NARAYANADRI SF,SECUNDERABAD JN,TIRUPATI MAIN,Lingampalli,Tirupati,match,1111111,ok
12737,Gowthami SF Express,GOUTAMI SF EXP,Kakinada Port,SECUNDERABAD JN,Kakinada Port,Lingampalli,match,1111111,ok
12738,Secunderabad - Kakinada Gowthami SF Express,GOUTAMI SF EXP,SECUNDERABAD JN,Kakinada Port,Lingampalli,Kakinada Port,match,1111111,ok
12740,Secunderabad-Visakhapatnam Garib Rath,GARIBRATH EXP,SECUNDERABAD JN,VISHAKAPATNAM,Secunderabad Jn,Visakhapatnam,match,1111111,ok
12741,VASCO DA GAMA - PATNA SF Exp,VSG PATNA EXP,VASCO DA GAMA,PATNA JN,Vasco Da Gama,Patna Jn,match,10000,ok
12742,PATNA - VASCO DA GAMA SF Exp,PNBE VSG EXP,PATNA JN,VASCO DA GAMA,Patna Jn,Vasco Da Gama,match,10,ok
12747,Palnadu Express,PALANADU SF EXP,GUNTUR JN,VIKARABAD JN,Guntur Jn,Vikarabad Jn,match,1111111,ok
12748,Palnadu Express,PALANADU SF EXP,VIKARABAD JN,GUNTUR JN,Vikarabad Jn,Guntur Jn,match,1111111,ok
12750,Mumbai LTT-Visakhapatnam SF Express,BIDR MTM SF EXP,LOKMANYA TILAK TERM,VISHAKAPATNAM,Bidar,Machelipatnam,MISMATCH,1111111,ok
12751,Manuguru-Secunderabad Tri Weekly SF Express,JAT HUMSAFAR,Manuguru,SECUNDERABAD JN,H Sahib Nanded,Jammu Tawi,MISMATCH,100,ok
12752,Secunderabad-Manuguru SF Express,NED HUMSAFAR,SECUNDERABAD JN,Manuguru,Jammu Tawi,H Sahib Nanded,MISMATCH,1,ok
12753,Chennai-NewJalpaiguri SF Express,SAMPARK KRANTI,CHENNAI CENTRAL,NEW JALPAIGURI,H Sahib Nanded,Hazrat Nizamuddin,MISMATCH,100000,ok
12754,New Jalpaiguri-Chennai SF Express,MARATHWADA S K,NEW JALPAIGURI,CHENNAI CENTRAL,Hazrat Nizamuddin,H Sahib Nanded,MISMATCH,10000,ok
12763,Padmavati Express,PADMAVATI SF EXP,TIRUPATI MAIN,SECUNDERABAD JN,Tirupati,Secunderabad Jn,match,1110110,ok
12764,Padmavati Express,PADMAVATHI SF,SECUNDERABAD JN,TIRUPATI MAIN,Secunderabad Jn,Tirupati,match,1101101,ok
12777,HUBLI - TRIVANDRUM KOCHUVELI SF Exp,UBL TVCN SF EXP,HUBLI JN,KOCHUVELI,Hubballi Jn,Thiruvananthapuram North,MISMATCH,10000,ok
40045,Chennai Beach TambaramEMU,MSB-TBM EMU LOCAL,CHENNAI BEACH,TAMBARAM,,,unknown,1111111,summary_parse_failed
52469,PATHANKOT - BAIJNATHPAPROLA PASSENGER,JMKR-BJPL,PATHANKOT,BAIJNATH PAPROLA,Jawalamukhi Road,Baijnath Paprola,match,1111111,ok
53448,Bhagalpur Banka Passenger,,BHAGALPUR,Banka,,,unknown,1111111,summary_parse_failed
55010,Chhapra Bhatni Passenger,BTT CPR PASS,CHHAPRA,BHATNI JN,Bhatni Jn,Chhapra,MISMATCH,1111111,ok
55102,Barhaj Bazar Bhatni Passenger,MAU-CI UNRESERVED,Barhaj Bazar,BHATNI JN,Mau Jn,Chhapra Kachehri,MISMATCH,1111111,ok
55103,Bhatani Barhaj Passenger,THE-CI PASSENGER,BHATNI JN,Barhaj Bazar,Thawe Jn,Chhapra Kachehri,MISMATCH,1111111,ok
55118,Bhatni Chhapra Passenger,,BHATNI JN,SIWAN JN,,,unknown,1111111,summary_parse_failed
55123,Bhatani Manduadih Passenger,BTT-BHJ PASSENGER,BHATNI JN,MANDUADIH,Bhatni Jn,Barhaj Bazar,match,1111111,ok
12717,Ratnachal SF Express,RATNANCHAL SF EX,VISHAKAPATNAM,VIJAYAWADA JN,Visakhapatnam,Vijayawada Jn,match,1111111,ok
12718,Ratnachal SF Express,RATNACHAL SF EX,VIJAYAWADA JN,VISHAKAPATNAM,Vijayawada Jn,Visakhapatnam,match,1111111,ok
12721,Dakshin SF Express,DAKSHIN SF EXP,HYDERABAD DECCAN,DELHI H NIZAMUDDIN,Hyderabad Decan,Hazrat Nizamuddin,MISMATCH,1111111,ok
12722,Dakshin SF Express,DAKSHIN EXP,DELHI H NIZAMUDDIN,HYDERABAD DECCAN,Hazrat Nizamuddin,Hyderabad Decan,MISMATCH,1111111,ok
12723,Andhra Pradesh Express,TELANGANA SF EXP,HYDERABAD DECCAN,NEW DELHI,Hyderabad Decan,New Delhi,match,1111111,ok
12724,Andhra Pradesh Express,TELANGANA EXP,NEW DELHI,HYDERABAD DECCAN,New Delhi,Hyderabad Decan,match,1111111,ok
12727,Godavari SF Express,GODAVARI EXPRES,VISHAKAPATNAM,HYDERABAD DECCAN,Visakhapatnam,Hyderabad Decan,MISMATCH,1111111,ok
12728,Godavari SF Express,GODAVARI SF EXP,HYDERABAD DECCAN,VISHAKAPATNAM,Hyderabad Decan,Visakhapatnam,MISMATCH,1111111,ok
12729,Pune-Nanded Express,HDP NANDED EXP,PUNE JN,HUZUR SAHIB NANDED,Hadapsar (Pune),H Sahib Nanded,match,1010000,ok
12730,Nanded-Pune SuperFast Express,HADAPSAR EXP,HUZUR SAHIB NANDED,PUNE JN,H Sahib Nanded,Hadapsar (Pune),match,100001,ok
12755,Sangrami SF Expres,COA BVC SF EXP,CHENNAI CENTRAL,Haldia,Kakinada Port,Bhavnagar Terminus,MISMATCH,1000,ok
12756,Sangrami Expres,BVC COA SF EXP,Haldia,CHENNAI CENTRAL,Bhavnagar Terminus,Kakinada Port,MISMATCH,10,ok
12759,Charminar Express,CHARMINAR SF EXP,CHENNAI CENTRAL,HYDERABAD DECCAN,Chennai Beach Jn,Hyderabad Decan,match,1111111,ok
12760,Charminar Express,CHARMINAR SF EX,HYDERABAD DECCAN,CHENNAI CENTRAL,Hyderabad Decan,Chennai Beach Jn,match,1111111,ok
12785,Kacheguda-Bangalore SF Express,KCG AP SF EXP,KACHEGUDA,BANGALORE CITY JN,Kacheguda,Ashokapuram,match,1111111,ok
12789,Rameswaram Kanyakumari SF Express,KCG KT SF EXP,RAMESWARAM,KANYAKUMARI,Kacheguda,Kumta,MISMATCH,100100,ok
